epoch,accuracy,loss,val_accuracy,val_loss
0,0.9403833150863647,0.2019129991531372,0.9704999923706055,0.09480753540992737
1,0.9733833074569702,0.08973673731088638,0.9746000170707703,0.09018664062023163
2,0.9815833568572998,0.06529958546161652,0.9746999740600586,0.08662362396717072
3,0.9861999750137329,0.04984375461935997,0.9743000268936157,0.09328120946884155
4,0.9882333278656006,0.041892342269420624,0.9760000109672546,0.09959617257118225
